,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20140120 15:45:50:418,-58,10.7,0.0,57.42,-23.560545,-46.72294,1.6020612,true,3,19,5.01,321.14,-1.76,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:50:890,-60,10.7,0.0,57.42,-23.560543,-46.72293,1.6999412,true,3,19,13.23,318.22998,-1.9,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:51:091,-66,10.7,0.0,57.38,-23.56054,-46.72293,1.9516147,true,3,19,9.28,318.1,-2.36,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:52:464,-56,10.7,0.0,57.38,-23.560524,-46.722908,1.4665947,true,3,19,4.17,317.18,15.02,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:52:667,-63,10.7,0.0,57.37,-23.56052,-46.722908,1.4021769,true,3,19,6.05,316.94,13.32,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:52:966,-53,10.7,0.0,57.38,-23.560516,-46.722908,1.8711494,true,3,19,6.31,316.68,12.28,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:53:067,-54,10.7,0.0,57.37,-23.560516,-46.722908,1.8711494,true,3,19,5.1,316.53,11.14,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:53:266,-71,10.7,0.0,57.34,-23.56051,-46.722908,2.204291,true,3,19,4.1,316.46002,7.87,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:53:355,-66,10.7,0.0,57.34,-23.56051,-46.722908,2.4244175,true,3,19,3.96,316.52002,3.27,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:53:556,-68,10.7,0.0,57.34,-23.560503,-46.722916,2.7197793,true,3,19,10.93,316.52002,-5.06,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:53:697,-68,10.7,0.0,57.35,-23.560503,-46.722916,2.7197793,true,3,19,14.73,316.57,-6.04,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:54:326,-72,10.7,0.0,57.43,-23.560486,-46.72292,3.0841532,true,3,19,8.65,314.97998,-4.2,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:54:500,-67,10.7,0.0,57.39,-23.560482,-46.72292,3.2125535,true,3,19,11.42,314.51,-7.44,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:54:551,-73,10.7,0.0,57.35,-23.560476,-46.722923,3.304376,true,3,19,12.47,314.45,-7.9,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:54:752,-66,10.7,0.0,57.37,-23.560476,-46.722923,4.2051992,true,3,19,13.24,314.35,-6.65,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:54:936,-70,10.7,0.0,57.39,-23.560463,-46.72292,3.6367154,true,3,19,8.63,314.31,-4.16,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:55:036,-62,10.7,0.0,57.35,-23.560463,-46.72292,3.6367154,true,3,19,2.89,314.46002,-3.89,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:55:169,-55,10.7,0.0,57.28,-23.560455,-46.72292,3.7619677,true,3,19,-5.25,315.57,-3.67,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:55:821,-56,10.7,0.0,57.29,-23.560438,-46.72291,2.5934725,true,3,19,1.89,320.61,-4.09,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:59:605,-64,10.7,0.0,57.6,-23.56034,-46.722828,4.3433166,true,3,19,8.82,321.87,1.57,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:59:670,-63,10.7,0.0,57.6,-23.56034,-46.722828,4.3433166,true,3,19,9.7,321.7,2.34,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:59:775,-62,10.7,0.0,57.59,-23.560337,-46.722824,4.299628,true,3,19,10.2,321.49,2.92,15,225,1,3,21,3,false,2,32,0.4
20140120 15:45:59:993,-72,10.7,0.0,57.59,-23.560331,-46.722816,4.218495,true,3,19,9.54,321.14,2.57,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:00:180,-57,10.7,0.0,57.58,-23.560328,-46.72281,4.2616897,true,3,19,9.81,320.97998,1.0,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:00:414,-70,10.7,0.0,57.52,-23.560324,-46.722805,4.274541,true,3,19,10.8,320.97,-0.49,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:00:594,-65,10.7,0.0,57.48,-23.560318,-46.722794,4.3,true,3,19,6.92,321.25,-0.52,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:00:779,-56,10.7,0.0,57.38,-23.560314,-46.722786,4.322002,true,3,19,-2.9,322.09,0.45,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:01:163,-50,10.7,0.0,57.25,-23.560307,-46.722775,3.8274405,true,3,19,-4.41,323.82,0.23,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:01:460,-63,10.7,0.0,57.25,-23.560303,-46.72277,3.4060242,true,3,19,-1.18,324.03,1.21,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:01:598,-52,10.7,0.0,57.27,-23.560299,-46.722767,3.0838451,true,3,19,-0.22,323.44,4.03,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:01:771,-52,10.8,0.0,57.3,-23.560297,-46.72276,2.8053164,true,3,19,0.69,322.26,5.18,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:01:899,-58,10.7,0.0,57.26,-23.560297,-46.72276,2.8053164,true,3,19,1.63,321.66998,4.66,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:02:033,-48,10.7,0.0,57.21,-23.560295,-46.722755,2.505993,true,3,19,2.8,321.26,3.45,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:04:391,-64,10.8,0.0,57.19,-23.56027,-46.722725,3.4582365,true,3,19,4.38,318.15,-7.48,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:04:830,-61,10.7,0.0,57.4,-23.56025,-46.72271,3.3326416,true,3,19,14.37,320.16998,-7.57,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:04:905,-63,10.7,0.0,57.42,-23.56025,-46.72271,3.2649808,true,3,19,17.3,320.15,-6.12,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:05:310,-60,10.7,0.0,57.5,-23.560234,-46.7227,3.9902506,true,3,19,18.72,318.8,-1.71,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:05:508,-69,10.7,0.0,57.5,-23.560228,-46.722694,4.30286,true,3,19,15.93,318.95,-2.64,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:06:209,-62,10.8,0.0,57.52,-23.560207,-46.722675,5.0653725,true,3,19,4.01,320.8,-6.31,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:06:407,-68,10.8,0.0,57.47,-23.5602,-46.722668,5.130624,true,3,19,-4.34,321.97,-3.46,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:06:605,-61,10.7,0.0,57.32,-23.560194,-46.722664,4.971006,true,3,19,-3.86,322.79,-2.73,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:06:935,-59,10.8,0.0,57.39,-23.560188,-46.722656,4.5544925,true,3,19,9.26,322.41998,-3.09,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:07:103,-52,10.8,0.0,57.38,-23.560183,-46.72265,4.448202,true,3,19,14.56,321.96002,3.24,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:07:388,-58,10.7,0.0,57.5,-23.560173,-46.722633,4.6232996,true,3,19,14.17,319.81,9.39,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:07:512,-60,10.8,0.0,57.5,-23.560173,-46.722633,4.6232996,true,3,19,13.4,319.38,9.17,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:07:675,-60,10.7,0.0,57.53,-23.560167,-46.72263,4.711454,true,3,19,11.28,318.97,6.67,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:08:018,-52,10.7,0.0,57.52,-23.560152,-46.72262,4.8672886,true,3,19,9.97,319.41,2.35,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:08:088,-60,10.7,0.0,57.51,-23.560152,-46.72262,4.8672886,true,3,19,10.13,319.68,1.51,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:08:190,-60,10.7,0.0,57.46,-23.560144,-46.72261,4.912484,true,3,19,10.44,319.87,1.25,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:08:283,-60,10.7,0.0,57.48,-23.560144,-46.72261,4.912484,true,3,19,10.94,320.08002,0.86,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:09:926,-61,10.7,0.0,57.3,-23.560078,-46.722576,5.351112,true,3,19,-5.57,318.34,-8.89,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:11:050,-61,10.7,0.0,57.39,-23.560034,-46.722565,3.5316002,true,3,19,0.09,315.91,12.29,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:11:157,-56,10.7,0.0,57.37,-23.560034,-46.722565,4.109623,true,3,19,2.06,315.11,11.95,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:11:463,-56,10.7,0.0,57.46,-23.56002,-46.72257,3.5313594,true,3,19,7.19,313.03,10.46,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:11:752,-54,10.7,0.0,57.56,-23.560009,-46.72257,3.9147158,true,3,19,9.07,311.78998,9.1,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:12:136,-62,10.7,0.0,57.6,-23.559996,-46.72258,4.4229517,true,3,19,8.19,312.03998,7.61,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:12:345,-56,10.7,0.0,57.56,-23.55999,-46.722588,4.684496,true,3,19,7.38,312.77002,6.06,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:12:618,-69,10.7,0.0,57.5,-23.55998,-46.722588,4.8965497,true,3,19,7.16,313.81,5.58,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:12:735,-61,10.7,0.0,57.47,-23.55998,-46.722588,4.970523,true,3,19,7.12,313.93,5.12,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:12:912,-66,10.7,0.0,57.48,-23.559967,-46.722603,5.280767,true,3,19,7.75,314.01,4.09,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:13:119,-64,10.7,0.0,57.51,-23.55996,-46.722607,5.450468,true,3,19,7.9,313.75,3.48,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:13:552,-59,10.7,0.0,57.51,-23.559942,-46.722626,5.697798,true,3,19,6.95,313.11,1.14,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:13:998,-63,10.7,0.0,57.47,-23.559927,-46.722637,5.7468686,true,3,19,8.07,313.07,-8.55,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:14:304,-60,10.7,0.0,57.42,-23.55992,-46.72265,5.514526,true,3,19,5.62,313.94,-17.91,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:14:400,-61,10.7,0.0,57.39,-23.559912,-46.722652,5.3411703,true,3,19,4.37,314.6,-18.51,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:17:652,-67,10.7,0.0,57.43,-23.559856,-46.722687,0.76321685,true,3,19,1.81,326.18,-0.5,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:17:749,-68,10.7,0.0,57.44,-23.559855,-46.722687,0.6603787,true,3,19,2.04,325.72,-0.32,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:18:378,-82,10.7,0.0,57.44,-23.559853,-46.72269,0.39446166,true,3,19,1.66,319.34,0.38,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:19:335,-67,10.7,0.0,57.58,-23.55985,-46.72269,0.29681644,true,3,19,1.51,320.49,14.99,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:19:552,-67,10.7,0.0,57.58,-23.55985,-46.72269,0.56568545,true,3,19,0.78,320.53,16.19,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:19:738,-65,10.7,0.0,57.57,-23.559849,-46.722694,0.99639344,true,3,19,2.15,321.05,11.15,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:19:951,-64,10.7,0.0,57.55,-23.559847,-46.7227,1.392013,true,3,19,5.06,320.91998,8.35,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:20:137,-69,10.7,0.0,57.57,-23.559845,-46.7227,1.6962311,true,3,19,5.8,320.12,8.12,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:20:216,-69,10.7,0.0,57.61,-23.559845,-46.7227,1.6962311,true,3,19,5.32,319.62,7.86,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:20:315,-65,10.7,0.0,57.58,-23.559845,-46.7227,1.8531055,true,3,19,5.21,319.45,7.79,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:20:516,-66,10.7,0.0,57.59,-23.559841,-46.722706,2.2680829,true,3,19,5.57,319.72,7.39,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:20:741,-74,10.7,0.0,57.6,-23.559837,-46.72271,2.5611327,true,3,19,5.85,320.11,6.79,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:20:817,-71,10.7,0.0,57.62,-23.559837,-46.72271,2.5611327,true,3,19,5.91,320.22998,6.46,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:20:924,-74,10.7,0.0,57.62,-23.559837,-46.72271,2.723472,true,3,19,5.99,320.35,5.5,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:21:021,-70,10.7,0.0,57.62,-23.559834,-46.722713,2.8428857,true,3,19,5.85,320.33002,4.66,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:21:121,-70,10.7,0.0,57.65,-23.559834,-46.722713,3.0223334,true,3,19,5.55,320.22,3.99,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:21:501,-69,10.7,0.0,57.68,-23.55982,-46.72273,3.342604,true,3,19,4.7,319.91998,2.83,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:21:601,-79,10.7,0.0,57.69,-23.55982,-46.72273,3.4169722,true,3,19,4.9,319.93,2.63,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:21:740,-68,10.7,0.0,57.67,-23.55982,-46.72273,3.5053813,true,3,19,5.26,319.9,2.63,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:21:902,-70,10.7,0.0,57.68,-23.559816,-46.72273,3.6283607,true,3,19,5.47,319.82,2.92,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:23:638,-63,10.7,0.0,57.38,-23.559767,-46.722775,4.023183,true,3,19,3.61,318.32,-13.95,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:24:908,-69,10.7,0.0,57.32,-23.559752,-46.722786,2.370021,true,3,19,1.54,319.72998,-2.73,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:25:126,-73,10.7,0.0,57.32,-23.559738,-46.722797,1.9039432,true,3,19,1.71,320.55,5.56,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:25:456,-60,10.7,0.0,57.27,-23.559732,-46.7228,1.8333031,true,3,19,1.46,320.66998,10.24,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:25:558,-69,10.7,0.0,57.27,-23.55973,-46.722805,2.0523157,true,3,19,1.77,320.55,6.73,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:26:056,-70,10.8,0.0,57.27,-23.559723,-46.72281,2.3491275,true,3,19,4.09,320.4,-2.86,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:26:362,-69,10.7,0.0,57.29,-23.559717,-46.722813,2.1749713,true,3,19,4.02,320.94,0.93,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:26:460,-66,10.7,0.0,57.29,-23.559717,-46.722813,2.1749713,true,3,19,3.12,320.93,5.52,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:27:746,-56,10.7,0.0,57.45,-23.559694,-46.72284,2.8575864,true,3,19,7.49,317.39,-7.73,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:27:921,-64,10.7,0.0,57.47,-23.559694,-46.72284,2.8438356,true,3,19,6.24,317.57,-9.63,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:28:365,-70,10.7,0.0,57.38,-23.559685,-46.722847,2.1420085,true,3,19,2.5,318.88,0.28,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:29:430,-65,10.7,0.0,57.31,-23.559668,-46.722866,5.5657973,true,3,19,10.12,316.85,7.26,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:29:732,-54,10.7,0.0,57.29,-23.559658,-46.72288,4.1996307,true,3,19,11.53,317.09,-6.19,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:29:809,-63,10.7,0.0,57.3,-23.559658,-46.72288,4.1996307,true,3,19,11.12,317.03998,-11.93,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:30:213,-55,10.7,0.0,57.35,-23.559652,-46.722885,3.0054116,true,3,19,6.16,318.13,-13.19,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:31:308,-66,10.7,0.0,57.28,-23.559624,-46.722908,2.0751145,true,3,19,1.87,319.0,-3.26,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:31:403,-69,10.7,0.0,57.27,-23.559622,-46.722908,2.0412986,true,3,19,2.47,319.1,-2.78,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:31:702,-67,10.7,0.0,57.27,-23.55962,-46.722908,1.84762,true,3,19,2.47,319.22,-2.42,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:31:778,-63,10.7,0.0,57.23,-23.559616,-46.722908,1.7203779,true,3,19,1.55,319.32,-3.03,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:31:979,-58,10.7,0.0,57.29,-23.559612,-46.72291,1.5606409,true,3,19,-0.72,319.62,-3.65,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:32:278,-63,10.7,0.0,57.33,-23.559612,-46.72291,1.3647344,true,3,19,-14.74,320.22998,-4.24,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:32:484,-69,10.7,0.0,57.35,-23.55961,-46.722916,0.75663733,true,3,19,-18.48,320.53998,-7.15,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:32:758,-68,10.7,0.0,57.3,-23.55961,-46.722916,0.8273452,true,3,19,-15.79,320.45,-6.0,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:32:892,-65,10.7,0.0,57.24,-23.55961,-46.72292,0.92309266,true,3,19,-13.66,320.02002,-3.37,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:33:264,-76,10.7,0.0,57.23,-23.559614,-46.722923,1.9555563,true,3,19,-5.44,319.24,6.62,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:33:467,-70,10.7,0.0,57.23,-23.559618,-46.722927,2.4298148,true,3,19,5.77,319.66,10.93,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:33:878,-64,10.7,0.0,57.21,-23.559626,-46.72293,2.670749,true,3,19,9.26,319.96002,5.28,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:34:489,-61,10.7,0.0,57.12,-23.559633,-46.722942,2.1940145,true,3,19,4.94,319.66998,0.4,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:34:962,-66,10.7,0.0,57.16,-23.559639,-46.722946,1.9911052,true,3,19,5.23,320.02002,-0.33,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:36:741,-64,10.7,0.0,57.49,-23.559637,-46.72298,5.369786,true,3,19,8.49,319.45,7.21,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:37:217,-64,10.7,0.0,57.47,-23.559626,-46.722996,3.6982157,true,3,19,5.54,319.02002,7.23,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:37:522,-71,10.7,0.0,57.51,-23.559616,-46.723007,4.2992673,true,3,19,5.78,318.31,6.15,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:37:920,-51,10.7,0.0,57.54,-23.559605,-46.723022,4.6393967,true,3,19,6.88,317.53998,-13.04,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:38:151,-56,10.7,0.0,57.57,-23.559599,-46.723026,4.4004774,true,3,19,6.95,317.57,-16.49,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:38:311,-53,10.7,0.0,57.57,-23.559599,-46.723026,4.4004774,true,3,19,5.77,317.81,-15.65,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:38:807,-55,10.7,0.0,57.34,-23.559582,-46.72304,3.3449814,true,3,19,-2.08,318.37,-2.71,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:39:005,-66,10.7,0.0,57.26,-23.559578,-46.723045,3.1035786,true,3,19,-2.54,318.15,6.38,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:39:098,-65,10.7,0.0,57.26,-23.559578,-46.723045,3.1035786,true,3,19,-1.56,317.69,10.4,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:39:424,-65,10.6,0.0,57.18,-23.55957,-46.723053,3.2853615,true,3,19,2.22,316.57,11.13,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:39:583,-65,10.6,0.0,57.1,-23.559565,-46.723057,3.6629224,true,3,19,4.5,316.53,8.13,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:39:679,-51,10.6,0.0,57.11,-23.559565,-46.723057,3.6629224,true,3,19,5.99,316.63,6.29,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:40:198,-64,10.7,0.0,57.1,-23.55955,-46.723076,4.497999,true,3,19,7.6,317.24,2.4,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:40:516,-63,10.7,0.0,57.12,-23.559544,-46.723083,4.624565,true,3,19,5.88,317.52002,-0.69,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:40:686,-55,10.7,0.0,57.17,-23.559536,-46.723087,4.7694445,true,3,19,4.73,317.47,-2.12,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:40:871,-56,10.7,0.0,57.22,-23.55953,-46.723095,4.7154636,true,3,19,3.39,317.49,-1.01,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:41:069,-61,10.7,0.0,57.2,-23.559525,-46.723103,4.6688433,true,3,19,2.4,317.28998,0.38,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:41:165,-69,10.7,0.0,57.25,-23.559519,-46.723106,4.6067123,true,3,19,2.4,317.1,0.6,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:41:439,-51,10.7,0.0,57.26,-23.559513,-46.72311,4.596575,true,3,19,3.12,317.0,0.8,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:44:364,-58,10.7,0.0,57.23,-23.559464,-46.723194,2.6503584,true,3,19,0.88,319.35,-7.34,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:45:122,-55,10.7,0.0,57.36,-23.559462,-46.723206,1.6633099,true,3,19,-5.98,319.69,-1.75,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:45:317,-68,10.7,0.0,57.39,-23.559462,-46.72321,1.5500321,true,3,19,-12.21,319.97998,0.63,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:45:525,-67,10.7,0.0,57.37,-23.559464,-46.723213,1.7202616,true,3,19,-11.18,320.24,3.45,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:45:752,-52,10.7,0.0,57.36,-23.559464,-46.72322,2.0074363,true,3,19,-6.39,320.32,7.49,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:46:019,-64,10.7,0.0,57.39,-23.559465,-46.723225,2.347765,true,3,19,0.78,320.24,14.86,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:46:411,-52,10.6,0.0,57.28,-23.559467,-46.723232,2.850491,true,3,19,2.37,319.93,12.52,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:46:612,-72,10.7,0.0,57.28,-23.55947,-46.72324,3.1097589,true,3,19,0.14,319.78,8.06,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:46:808,-67,10.7,0.0,57.32,-23.55947,-46.723244,3.4047616,true,3,19,-0.61,319.83002,5.74,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:47:104,-54,10.7,0.0,57.36,-23.55947,-46.723263,3.770053,true,3,19,1.15,320.1,5.13,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:48:434,-67,10.7,0.0,57.38,-23.559464,-46.72331,4.2891726,true,3,19,2.4,319.97,-1.05,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:48:872,-76,10.7,0.0,57.42,-23.559464,-46.723324,4.171391,true,3,19,4.62,320.09,-5.73,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:49:760,-73,10.7,0.0,57.39,-23.559454,-46.72336,2.811281,true,3,19,3.08,320.02002,-5.55,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:49:958,-71,10.7,0.0,57.36,-23.559454,-46.72336,0.8570881,true,3,19,1.39,319.72,-4.83,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:50:363,-66,10.7,0.0,57.27,-23.55945,-46.72337,2.17883,true,3,19,2.07,319.38,-5.33,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:50:963,-75,10.7,0.0,57.37,-23.559446,-46.72338,1.6351452,true,3,19,3.81,319.58002,-4.2,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:51:540,-72,10.7,0.0,57.35,-23.559444,-46.72339,1.3228,true,3,19,3.57,320.0,-3.57,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:51:748,-75,10.7,0.0,57.33,-23.559444,-46.72339,1.0435516,true,3,19,3.07,320.12,-3.51,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:52:449,-72,10.7,0.0,57.36,-23.559444,-46.723396,0.7088018,true,3,19,3.19,320.33002,-2.67,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:52:737,-72,10.7,0.0,57.31,-23.559444,-46.723396,0.63348246,true,3,19,2.86,320.72,-2.02,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:53:226,-77,10.7,0.0,57.33,-23.559443,-46.7234,0.42755115,true,3,19,2.93,320.53,-2.01,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:53:445,-81,10.6,0.0,57.33,-23.559443,-46.7234,0.42579335,true,3,19,2.87,320.38,-1.58,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:54:347,-76,10.7,0.0,57.26,-23.559443,-46.723404,0.19646883,true,3,19,1.75,320.39,-0.94,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:54:793,-74,10.6,0.0,57.2,-23.559443,-46.723404,0.16970563,true,3,19,2.75,320.35,-0.11,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:56:010,-75,10.7,0.0,57.14,-23.559446,-46.723408,1.4117365,true,3,19,-6.63,320.36,3.7,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:56:178,-70,10.6,0.0,57.14,-23.559448,-46.72341,1.7844048,true,3,19,-3.84,320.11,7.98,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:56:388,-75,10.6,0.0,57.07,-23.55945,-46.723415,2.0995476,true,3,19,-2.5,319.88,9.87,15,225,1,3,21,3,false,2,32,0.4
20140120 15:46:56:745,-60,10.6,0.0,57.05,-23.559454,-46.72342,2.3767414,true,3,19,-1.09,319.93,9.42,15,225,1,3,21,3,false,2,33,0.4
20140120 15:46:57:052,-61,10.6,0.0,57.07,-23.559454,-46.723423,2.7115493,true,3,19,1.71,320.15,8.94,15,225,1,3,21,3,false,2,33,0.4
